,Unnamed: 0,calories,calfromfat,fat,satfat,transfat,cho,sodium,charbo,dietfac,sugar,protein,brand
4828,Habanero Crispy Chicken Taco,240,130,15g,7g,0g,35mg,550mg,18g,1g,1g,10g,Del Taco
4829,Honey Mango Crispy Chicken Taco,220,100,11g,6g,0g,30mg,500mg,23g,1g,5g,10g,Del Taco
4830,Honey Mango Crispy Jumbo Shrimp Taco,250,100,11g,4.5g,0g,30mg,540mg,31g,2g,6g,7g,Del Taco
4831,8 Layer Veggie Burrito,530,160,18g,8.0g,0.0g,30mg,1350mg,72g,9g,2g,18g,Del Taco
4832,Beyond Meat 8 Layer Burrito,550,190,21g,10g,0g,30mg,1290mg,60g,9g,3g,27g,Del Taco
4833,Chicken Crunch Burrito,460,170,19g,3.5g,0g,35mg,1120mg,57g,2g,1g,15g,Del Taco
4834,Crispy Jumbo Shrimp Burrito,780,410,45g,8g,0g,80mg,1480mg,74g,3g,3g,18g,Del Taco
4835,Epic Crispy Chicken & Guac Burrito,890,470,52g,13g,0g,80mg,1750mg,78g,5g,4g,29g,Del Taco
4836,"Jacked Up Value Bean, Rice & Cheese Burrito",290,70,7g,2.5g,0.0g,10mg,840mg,46g,6g,0g,11g,Del Taco
4837,Macho Combo Burrito,950,340,37g,20.0g,0.5g,110mg,1840mg,100g,16g,6g,46g,Del Taco
4838,3 Layer Queso Nachos,270,90,11g,3g,0g,5mg,680mg,36g,7g,1g,9g,Del Taco
4839,Chicken Quesadilla Snacker,190,90,9g,6g,0g,50mg,520mg,15g,1g,0g,13g,Del Taco
4840,Signature Taco Salad,550,260,29g,13.0g,0.0g,80mg,930mg,38g,12g,12g,25g,Del Taco
4841,Breakfast Burrito,430,190, 1 burrito, 500 , 210 , 1 burrito, 520 , 250 , 1 burrito, 640 , 320 ,Del Taco
4842,Breakfast Toasted Wrap,370,170, 1 wrap, 410 , 200 , 1 wrap, 440 , 220 , 1 wrap, 440 , 200 ,Del Taco
4843,Epic Scrambler Burrito,960,490, 1 burrito, 1030 , 560 , 1 burrito, 1040 , 550 , 1 burrito, 1120 , 560 ,Del Taco
4844,Hashbrown Sticks,230,150,17g,3.5g,0g,0mg,180mg,18g,0g,0g,0g,Del Taco
4845,Bacon Double Del Cheeseburger,740,460,51g,20g,2g,135mg,1400mg,35g,1g,7g,33g,Del Taco
4846,Double Del Cheeseburger,690,420,47g,18g,2g, 125mg,1230mg,35g,1g,7g,30g,Del Taco
4847,Donut Bites,240,140,16g,6g,0g,0mg,150mg,22g,1g,8g,3g,Del Taco
4848,Mini Churro Dipper Shake,450,90,10g,4.5g,0g,20mg,310mg,83g,1g,59g,10g,Del Taco
4849,Blueberry Lemonade Poppers,80,0,0g,0g,0g,0mg,0mg,17g,0g,15g,0g,Del Taco
4850,Hot Coffee,10,0,0g,0g,0g,0mg,0mg,2g,0g,0g,0g,Del Taco
4851,Iced Coffee,140,15,2g,1.5g,0g,5mg,70mg,29g,0g,25g,3g,Del Taco
4852,Iced Tea,0,0,0g,0g,0g,0mg,0mg,0g,0g,0g,0g,Del Taco
4853,Simply Orange Juice,160,0,0g,0g,0g,0mg,0mg,37g,0g,33g,2g,Del Taco
4854,Strawberry Lemonade,35,0,0g,0g,0g,0mg,15mg,8g,1g,7g,0g,Del Taco
4855,Bean & Cheese Cup,320,35,4g,2g,0g,10mg,830mg,52g,18g,1g,20g,Del Taco
4856,Carne Asada Fries,810,530,59g,15g,0g,85mg,1360mg,46g,6g,2g,24g,Del Taco
4857,Chili Cheddar Fries,570,310,35g,11g,0g,50mg,810mg,42g,5g,1g,15g,Del Taco
4858,Crinkle Cut Fries,160,90, 113g, 210 , 110 , 170g, 320 , 170 , 248g, 470 , 250 ,Del Taco
4859,Deluxe Chili Cheddar Fries,610,340,37g,13g,0g,60mg, 820mg,44g,6g,2g,16g,Del Taco
4860,Mini Taco Salad,130,70,8g,3g,0g,20mg,230mg,10g,1g,2g,6g,Del Taco
4861,Queso Loaded Fries,650,370,42g,15g,0g,70mg,1470mg,47g,5g,4g,20g,Del Taco
4862,Italian Sampler,1251,639,71g,29g,1g,180mg,4450mg,96g,6g,15g,64g,Denny's
4863,Loaded Nacho Tots,991,567,63g,26g,2g,140mg,3680mg,66g,7g,10g,40g,Denny's
4864,Mozzarella Cheese Sticks,561,198,22g,13g,1g,75mg,2460mg,60g,2g,4g,32g,Denny's
4865,Sweet & Sour Chicken Strips,791,189,21g,4g,0g,105mg,2180mg,106g,4g,37g,43g,Denny's
4866,Brioche Bun,250,45,5g,2g,0g,0mg,380mg,45g,2g,9g,8g,Denny's
4867,Cheddar Bun,250,45,5g,2g,0g,5mg,430mg,40g,1g,5g,8g,Denny's
4868,Whole Wheat Bun,230,27,3g,1g,0g,0mg,380mg,41g,5g,8g,10g,Denny's
4869,2% Milk,230,81,9g,6g,0g,35mg,220mg,22g,0g,22g,15g,Denny's
4870,Apple Juice,210,0,0g,0g,0g,0mg,10mg,52g,0g,49g,1g,Denny's
4871,Chocolate Milk,290,45,5g,2g,0g,25mg,300mg,46g,0g,46g,16g,Denny's
4872,Coffee,?,0,0g,0g,0g,0mg,0mg,0g,0g,0g,0g,Denny's
4873,Groovy Mango Smoothie,290,0,0g,0g,0g,0mg,45mg,71g,0g,64g,1g,Denny's
4874,Hot Chocolate,190,27,3g,2g,0g,5mg,260mg,37g,0g,30g,2g,Denny's
4875,Hot Tea/Herbal Tea,?,0,0g,0g,0g,0mg,0mg,0g,0g,0g,0g,Denny's
4876,Lemonade,150,0,0g,0g,0g,0mg,0mg,40g,0g,37g,0g,Denny's
4877,Lemonade Iced Tea,80,0,0g,0g,0g,0mg,5mg,21g,0g,19g,0g,Denny's
4878,Mango Lemonade,210,0,0g,0g,0g,0mg,0mg,55g,0g,53g,0g,Denny's
4879,Orange Juice,210,0,0g,0g,0g,0mg,0mg,51g,0g,45g,3g,Denny's
4880,Premium Berry Blend Juice,230,0,0g,0g,0g,0mg,0mg,56g,0g,54g,0g,Denny's
4881,Ruby Red Grapefruit Juice,240,0,0g,0g,0g,0mg,65mg,60g,0g,60g,0g,Denny's
4882,Strawberry Lemonade,210,0,0g,0g,0g,0mg,0mg,55g,0g,50g,0g,Denny's
4883,Tomato Juice,90,0,0g,0g,0g,0mg,1130mg,19g,2g,11g,4g,Denny's
4884,All-American Slam with Hash Browns,931,666,74g,26g,0g,815mg,1800mg,19g,2g,2g,44g,Denny's
4885,Belgian Waffle Slam without Eggs,641,387,43g,18g,1g,175mg,1290mg,45g,2g,2g,18g,Denny's
4886,Berry Vanilla Crepe,270,108,12g,5g,0g,15mg,220mg,36g,2g,21g,4g,Denny's
4887,Blueberry Pancake Breakfast ,461,99,11g,4g,0g,60mg,1400mg,80g,3g,22g,10g,Denny's
4888,Boiled Egg,60,36,4g,2g,0g,165mg,60mg,0g,0g,0g,6g,Denny's
4889,Buttermilk Biscuits,471,234,26g,13g,0g,0mg,1320mg,54g,2g,4g,8g,Denny's
4890,Cheddar Cheese Hash Browns,250,162,18g,6g,0g,20mg,480mg,15g,1g,1g,6g,Denny's
4891,Choconana Pancake Breakfast,911,324,36g,20g,0g,60mg,1360mg,143g,3g,64g,16g,Denny's
4892,Cinnamon Roll Pancake Breakfast,1351,306,34g,16g,0g,75mg,1760mg,247g,4g,184g,10g,Denny's
4893,Country-Fried Steak & Hash Browns,571,333,37g,11g,2g,70mg,1480mg,38g,2g,4g,20g,Denny's
4894,Double Berry Banana Pancake Breakfast,540,90,10g,4g,0g,60mg,1360mg,103g,8g,36g,12g,Denny's
4895,Dulce de Leche Crunch Pancake Breakfast,1221,243,27g,12g,0g,75mg,2090mg,228g,4g,154g,13g,Denny's
4896,Egg White,28,0,0g,0g,0g,0mg,115mg,0g,0g,0g,7g,Denny's
4897,Everything Hash Browns,310,189,21g,7g,0g,20mg,690mg,24g,2g,3g,7g,Denny's
4898,Fit Fare Veggie Sizzlin' Skillet,390,144,16g,3g,0g,0mg,1270mg,40g,7g,6g,22g,Denny's
4899,Fit Slam,430,108,12g,3g,0g,30mg,860mg,56g,4g,22g,27g,Denny's
4900,French Toast Slam without eggs,851,477,53g,16g,0g,390mg,1650mg,65g,3g,14g,32g,Denny's
4901,Fried Egg,90,72,8g,2g,0g,165mg,100mg,0g,0g,0g,5g,Denny's
4902,Grilled Ham Slice,90,27,3g,1g,0g,20mg,790mg,1g,0g,1g,15g,Denny's
4903,Grits with Margarine,90,45,5g,2g,0g,0mg,40mg,12g,1g,0g,1g,Denny's
4904,Hearty 9-Grain Pancake Breakfast,410,99,11g,4g,0g,40mg,880mg,68g,5g,21g,10g,Denny's
4905,Hearty Breakfast Sausage,350,279,31g,8g,0g,70mg,840mg,5g,0g,1g,14g,Denny's
4906,Loaded Veggie Omelette,450,297,33g,11g,0g,740mg,600mg,8g,2g,4g,29g,Denny's
4907,Lumberjack Slam,971,441,49g,15g,0g,130mg,3200mg,96g,4g,23g,38g,Denny's
4908,Moons Over My Hammy,951,540,60g,20g,1g,560mg,2560mg,57g,2g,4g,44g,Denny's
4909,My Hammy & Cheese Omelette,600,378,42g,17g,1g,785mg,1910mg,4g,0g,2g,49g,Denny's
4910,Oatmeal with Milk & Brown Sugar,240,18,2g,1g,0g,5mg,45mg,45g,4g,16g,7g,Denny's
4911,Original Grand Slam without eggs,711,306,34g,12g,0g,110mg,2040mg,79g,3g,21g,22g,Denny's
4912,Philly Cheesesteak Omelette,711,477,53g,19g,1g,795mg,1180mg,9g,1g,3g,46g,Denny's
4913,Pumpkin Pancakes,450,99,11g,4g,0g,55mg,1310mg,78g,2g,24g,10g,Denny's
4914,Pumpkin Spice Pancake Breakfast,1151,414,46g,15g,0g,395mg,1990mg,159g,4g,85g,22g,Denny's
4915,Salted Caramel & Banana Cream Pancake Breakfast,1141,243,27g,17g,0g,85mg,1940mg,207g,6g,110g,17g,Denny's
4916,Santa Fe Sizzlin' Skillet,521,333,37g,12g,0g,45mg,1280mg,32g,4g,2g,16g,Denny's
4917,Sausage Links,320,279,31g,11g,0g,60mg,600mg,3g,2g,0g,9g,Denny's
4918,Scrambled Egg,110,81,9g,3g,0g,240mg,180mg,1g,0g,0g,7g,Denny's
4919,Stack of Buttermilk Pancakes,450,99,11g,4g,0g,60mg,1390mg,77g,2g,20g,10g,Denny's
4920,Stack of Hearty 9-Grain Pancakes,410,99,11g,4g,0g,40mg,880mg,68g,5g,21g,10g,Denny's
4921,Super Slam Breakfast,881,414,46g,14g,0g,110mg,2410mg,95g,4g,22g,23g,Denny's
4922,Supreme Sizzlin' Skillet,561,378,42g,13g,0g,50mg,1180mg,34g,5g,3g,15g,Denny's
4923,T-Bone Steak with Hash Browns,661,378,42g,14g,1g,120mg,1590mg,16g,1g,1g,53g,Denny's
4924,The Grand Slamwich with Hash Browns,1321,774,86g,28g,1g,585mg, 3320mg,87g,3g,10g,52g,Denny's
4925,Tres Leches Pancake Breakfast,911,324,36g,19g,0g,135mg,1510mg,129g,2g,67g,17g,Denny's
4926,Turkey Bacon Strips,130,63,7g,2g,0g,60mg,660mg,1g,0g,1g,15g,Denny's
4927,Ultimate Omelette,711,540,60g,20g,0g,785mg,1220mg,5g,1g,2g,36g,Denny's
4928,Wild West Omelette,581,378,42g,14g,0g,760mg,2270mg,8g ,1g,4g,41g,Denny's
4929,Yogurt,120,18,2g,1g,0g,10mg,100mg,19g,0g,18g,6g,Denny's
4930,Brown Gravy,10,0,0g,0g,0g,0mg,135mg,2g,0g,0g,0g,Denny's
4931,Country Gravy,45,27,3g,1g,0g,5mg,160mg,3g,0g,1g,1g,Denny's
4932,Half & Half Creamer,10,9,1g,1g,0g,5mg,5mg,0g,0g,0g,0g,Denny's
4933,Hazelnut or French Vanilla Creamer,30,9,1g,1g,0g,0mg,0mg,5g,0g,5g,0g,Denny's
4934,Maple Flavored Syrup,220,0,0g,0g,0g,0mg,40mg,54g,0g,29g,0g,Denny's
4935,Mayonnaise,100,99,11g,2g,0g,5mg,75mg,0g,0g,0g,0g,Denny's
4936,Pico de Gallo,15,0,0g,0g,0g,0mg,75mg,3g,1g,2g,1g,Denny's
4937,Sour Cream,45,36,4g,2g,0g,15mg,5mg,1g,0g,0g,1g,Denny's
4938,Sugar-Free Maple Flavored Syrup,25,0,0g,0g,0g,0mg,110mg,6g,0g,0g,0g,Denny's
4939,Whipped Margarine,40,45,5g,2g,0g,0mg,35mg,0g,0g,0g,0g,Denny's
4940,Cake Batter Milk Shake,1091,468,52g,37g,0g,160mg,890mg,147g,0g,122g,13g,Denny's
4941,Caramel Apple Pie Crisp,761,234,26g,15g,0g,65mg,620mg,126g,4g,87g,8g,Denny's
4942,Chocolate Lava Cake,701,306,34g,20g,0g,60mg,330mg,85g,2g,65g,6g,Denny's
4943,Chocolate Milk Shake,871,387,43g,28g,0g,160mg,220mg,111g,0g,87g,17g,Denny's
4944,Chocolate Peanut Butter Milk Shake,1201,666,74g,35g,0g,160mg,570mg,117g,5g,89g,26g,Denny's
4945,Chopped Nuts,150,117,13g,2g,0g,0mg,0mg,5g,2g,1g,6g,Denny's
4946,Dulce de Leche Crunch Dessert Pancakes,1431,351,39g,21g,0g,130mg,2180mg,252g,4g,173g,16g,Denny's
4947,Horchata Milk Shake,671,297,33g,21g,1g,130mg,220mg,77g,1g,63g,14g,Denny's
4948,Oreo Cookie Pieces,110,45,5g,1g,0g,0mg,110mg,16g,1g,9g,1g,Denny's
4949,Oreo Milk Shake,1051,504,56g,32g,0g,160mg,610mg,125g,2g,90g,15g,Denny's
4950,Peanut Butter Banana Milk Shake,1151,666,74g,35g,0g,160mg,550mg,105g,6g,77g,26g,Denny's
4951,Strawberry Milk Shake,761,306,34g,22g,0g,140mg,270mg,110g,1g,80g,12g,Denny's
4952,Strawberry Topping,40,0,0g,0g,0g,0mg,0mg,10g,1g,9g,0g,Denny's
4953,Tres Leches Dessert Pancakes,911,324,36g,19g,0g,135mg,1510mg,129g,2g,67g,17g,Denny's
4954,Vanilla Milk Shake,801,387,43g,28g,0g,160mg,290mg,97g,0g,84g,12g,Denny's
4955,Bourbon Chicken Sizzlin' Skillet Dinner,881,351,39g,8g,1g,145mg,1900mg,69g,6g,35g,65g,Denny's
4956,Brooklyn Spaghetti & Meatballs Dinner,931,405,45g,15g,0g,115mg,2340mg,87g,6g,14g,41g,Denny's
4957,Chicken Strips Dinner,490,153,17g,3g,0g,85mg,1230mg,53g,2g,0g,34g,Denny's
4958,Country Fried Steak with Gravy Dinner,631,360,40g,14g,2g,110mg,1780mg,37g,2g,5g,30g,Denny's
4959,Crazy Spicy Sizzlin' Skillet Dinner,861,504,56g,19g,1g,145mg,2600mg,41g,5g,6g,50g,Denny's
4960,Fit Fare Tilapia Ranchero,461,153,17g,6g,0g,110mg,1360mg,28g,6g,5g,48g,Denny's
4961,Garlic Peppercorn Sirloin Dinner,420,225,25g,10g,0g,145mg,1240mg,3g,0g,0g,43g,Denny's
4962,Grand Slam Slugger Dinner,711,306,34g,12g,0g,110mg,2050mg,79g,3g,21g,22g,Denny's
4963,Homestyle Meatloaf Dinner,591,261,29g,12g,0g,155mg,1760mg,46g,4g,27g,34g,Denny's
4964,Mediterranean Grilled Chicken Dinner,631,360,40g,9g,1g,165mg,1520mg,6g,1g,3g,65g,Denny's
4965,Sirloin Steak Dinner,360,135,15g,5g,0g,140mg,1080mg,1g,0g,0g,54g,Denny's
4966,Slow-Cooked Pot Roast Dinner,400,180,20g,6g,0g,110mg,1260mg,10g,1g,2g,43g,Denny's
4967,T-Bone Steak Dinner,490,270,30g,12g,1g,120mg,1220mg,0g, 0g,0g,52g,Denny's
4968,Tilapia Ranchero Dinner,300,108,12g,3g,0g,90mg,650mg,6g,3g,2g,42g,Denny's
4969,Turkey & Dressing Dinner,561,207,23g,4g,0g,125mg,2480mg,40g,2g,27g,48g,Denny's
4970,Wild Alaska Salmon Dinner,350,207,23g,6g,0g,115mg,830mg,1g,0g,0g,32g,Denny's
4971,French Fries,400,198,22g,4g,0g,0mg,470mg,46g,4g,0g,4g,Denny's
4972,Seasoned Fries,490,234,26g,5g,0g,5mg,1100mg,57g,8g,1g,7g,Denny's
4973,Jr. Cake Batter Milk Shake,731,333,37g,25g,0g,120mg,510mg,93g,0g,77g,9g,Denny's
4974,Jr. Cheeseburger,461,234,26g,26g,2g,100mg,1100mg,31g,1g,4g,29g,Denny's
4975,Jr. Chocoalte Milk Shake,871,387,43g,28g,0g,160mg,220mg,111g,0g,87g,17g,Denny's
4976,Jr. Chocolate Ice Cream,270,135,15g,8g,0g,60mg,60mg,30g,0g,23g,5g,Denny's
4977,Jr. French Toast,490,297,33g,10g,0g,355mg,740mg,32g,4g,10g,21g,Denny's
4978,Jr. Garden Salad,80,27,3g,0g,0g,0mg,200mg,13g,1g,0g,2g,Denny's
4979,Jr. Oreo Blender Blaster,581,270,30g,14g,0g,80mg,340mg,74g,1g,48g,8g,Denny's
4980,Jr. Strawberry Milk Shake,581,234,26g,16g,0g,105mg,220mg,78g,1g,56g,9g,Denny's
4981,Jr. Vanilla Ice Cream,250,135,15g,10g,0g,60mg,90mg,27g,0g,22g,3g,Denny's
4982,Jr. Vanilla Milk Shake,621,288,32g,21g,0g,120mg,220mg,78g,0g,68g,9g,Denny's
4983,Kid's Apple Dunkers with Caramel Sauce,120,18,2g,1g,0g,5mg,140mg,26g,1g,20g,1g,Denny's
4984,Kid's Chicken Nuggets,190,99,11g,2g,0g,30mg,530mg,10g,0g,0g,11g,Denny's
4985,Kid's Grapes,60,0,0g,0g,0g,0mg,0mg,14g,1g,12g,1g,Denny's
4986,Kid's Grilled Chicken on a Stick,200,81,9g,2g,0g,75mg,330mg,0g,0g,0g,29g,Denny's
4987,Kid's Red-Skinned Mashed Potatoes,120,45,5g,4g,0g,15mg,590mg ,17g,0g,2g,3g,Denny's
4988,Kid's Steamed Broccoli,25,0,0g,0g,0g,0mg,210mg,4g,2g,1g,2g,Denny's
4989,Kid's Sweet Petite Corn,210,117,13g,3g,0g,0mg,310mg,20g,5g,8g,4g,Denny's
4990,Kids' Chocolate Chip Pancakes,471,261,29g,11g,0g,75mg,1165mg,40g,3g,16g,16g,Denny's
4991,Kids' Goldfish Crackers,120,45,5g,2g,0g,5mg,210mg,16g,1g,0g,3g,Denny's
4992,Kids' Mac & Cheese,300,81,9g,3g,0g,10mg,650mg,44g,2g,8g,10g,Denny's
4993,Kids' Spaghetti with Tomato Sauce,340,90,10g,3g,0g,5mg,500mg,50g,2g,5g,10g,Denny's
4994,Avocado,45,36,4g,1g,0g,0mg,0mg,2g,2g,0g,1g,Denny's
4995,Croutons,70,27,3g,0g,0g,0mg,200mg,11g,0g,1g,2g,Denny's
4996,Fried Chicken Strips,370,117,13g,3g,0g,65mg,920mg,39g,1g,0g,25g,Denny's
4997,Grilled Chicken,200,81,9g,2g,0g,75mg,330mg,0g,0g,0g,29g,Denny's
4998,Prime Rib,130,72,8g,2g,0g,35mg,440mg,3g,0g,0g,13g,Denny's
4999,Wild Alaska Salmon,350,207,23g,6g,0g,115mg,830mg,1g,0g,0g,32g,Denny's
5000,Balsamic Vinaigrette,129,36,4g,1g,0g,0mg,474mg,24g,0g,22g,0g,Denny's
5001,Bleu Cheese Dressing,324,288,32g,16g,0g,61mg,667mg,4g,0g,2g,4g,Denny's
5002,Blue Cheese Dressing,316,288,32g,8g,0g,59mg,652mg,4g,0g,2g,4g,Denny's
5003,Caesar Dressing,376,360,40g,7g,0g,59mg,534mg,4g,0g,2g,2g,Denny's
5004,Honey Mustard Dressing,356,270,30g,4g,0g,30mg,376mg,28g,0g,16g,0g,Denny's
5005,Italian Dressing,15,0,0g,0g,0g,0mg,410mg,4g,0g,3g,0g,Denny's
5006,Ranch Dressing,396,378,42g,8g,0g,20mg,573mg,2g,0g,0g,0g,Denny's
5007,Thousand Island Dressing,336,288,32g,6g,0g,40mg,791mg,14g,0g,8g,0g,Denny's
5008,Caesar Salad with Caesar Dressing,911,810,90g,19g,0g,95mg,1770mg,11g,4g,4g,17g,Denny's
5009,Cobb Salad,430,270,30g,12g,0g,255mg,560mg,20g,6g,6g,22g,Denny's
5010,House Salad,190,81,9g,5g,0g,20mg,340mg,19g,3g,6g,9g,Denny's
5011,100% Beef Patty,360,234,26g,12g,2g,120mg,640mg,0g,0g,0g,29g,Denny's
5012,American Cheese,80,63,7g,4g,0g,20mg,390mg,1g,0g,1g,4g,Denny's
5013,Caramelized Onions,70,63,7g,1g,0g,0mg,210mg,2g,1g,1g,0g,Denny's
5014,Cheddar Cheese,80,63,7g,4g,0g,20mg,120mg,0g,0g,0g,5g,Denny's
5015,Grilled Seasoned Chicken Breast,200,81,9g,2g,0g,75mg,650mg,0g,0g,0g,29g,Denny's
5016,Sauteed Mushrooms,60,54,6g,1g,0g,0mg,55mg,1g ,0g,0g,1g,Denny's
5017,Swiss Cheese,80,54,6g,4g,0g,20mg,45mg,0g,0g,0g,6g,Denny's
5018,Veggie Patty,170,27,3g,0g,0g,0mg,490mg,19g,5g,4g,17g,Denny's
5019,America's Diner Cheeseburger,791,423,47g,19g,2g,145mg,1820mg,50g,2g,11g,41g,Denny's
5020,Bacon Avocado Cheeseburger,1001,612,68g,23g,2g,165mg,1800mg,50g,5g,11g,50g,Denny's
5021,Bourbon Bacon Burger,921,477,53g,21g,2g,165mg,1950mg,60g,3g,18g,50g,Denny's
5022,Cali Club Sandwich,821,441,49g,13g,0g,100mg,2060mg,55g,7g,11g,43g,Denny's
5023,Club Sandwich,831,351,39g,8g,0g,90mg,2200mg,74g,8g,15g,47g,Denny's
5024,Double Cheeseburger,981,504,56g,25g,4g,235mg,1850mg,50g,3g,11g,66g,Denny's
5025,Grilled Tuscan Chicken Sandwich,851,450,50g,15g,1g,125mg,1970mg,53g,3g,13g,50g,Denny's
5026,Holiday Turkey Melt,1141,549,61g,17g,1g,110mg,2740mg,101g,3g,27g,47g,Denny's
5027,Mega Grilled Chicken Philly Cheese Melt,811,387,43g,16g,1g,120mg,1530mg,56g,3g,6g,53g,Denny's
5028,Mega Prime Rib Philly Cheese Melt,911,468,52g,19g,1g,120mg,2120mg,62g,3g,7g,50g,Denny's
5029,Pot Roast Melt,791,333,37g,14g,1g,155mg,2150mg,54g,5g,10g,63g,Denny's
5030,Slamburger,851,441,49g,20g,2g,155mg,1680mg,55g,2g,10g,47g,Denny's
5031,Spicy Sriracha Burger,921,495,55g,22g,2g,165mg,2200mg,55g,3g,15g,49g,Denny's
5032,The Super Bird Sandwich,591,252,28g,11g,0g,100mg,1780mg,43g,2g,5g,40g,Denny's
5033,Bourbon Dipping Sauce for Pancake Puppies,110,0,0g,0g,0g,0mg,270mg,26g,0g,24g,0g,Denny's
5034,Bourbon Sauce,110,0,0g,0g,0g,0mg,270mg,26g,0g,24g,0g,Denny's
5035,Buffalo Sauce,70,63,7g,0g,0g,0mg,1180mg,1g,1g,0g,0g,Denny's
